"","yearmonth","year","month","pagePath","source","Medium","userType","deviceCategory","entrances","pageviews","exits","timeOnPage","uniquePageviews","users"
"1",201008,2010,8,"/","(direct)","(none)","New Visitor","desktop",9,24,6,700,19,12
"2",201008,2010,8,"/","(direct)","(none)","New Visitor","mobile",0,1,1,0,1,1
"3",201008,2010,8,"/","(direct)","(none)","Returning Visitor","desktop",2,4,1,1407,2,2
"4",201008,2010,8,"/","(direct)","(none)","Returning Visitor","mobile",2,3,2,79,3,1
"5",201008,2010,8,"/","elandroidelibre.com","referral","New Visitor","desktop",1,1,1,0,1,1
"6",201008,2010,8,"/","es.mg41.mail.yahoo.com","referral","Returning Visitor","desktop",11,26,8,1900,22,6
"7",201008,2010,8,"/","facebook.com","referral","New Visitor","desktop",10,21,8,613,20,11
"8",201008,2010,8,"/","facebook.com","referral","Returning Visitor","desktop",4,15,3,1908,9,6
"9",201008,2010,8,"/","feedburner","feed","New Visitor","desktop",0,2,0,16,1,1
"10",201008,2010,8,"/","feedburner","feed","Returning Visitor","desktop",1,4,0,913,3,1
"11",201008,2010,8,"/","feedburner","feed","Returning Visitor","mobile",2,3,3,0,3,1
"12",201008,2010,8,"/","google","organic","New Visitor","desktop",1,2,0,109,2,1
"13",201008,2010,8,"/","movilesdualsim.com","referral","New Visitor","desktop",0,1,1,0,1,1
"14",201008,2010,8,"/","movilesdualsim.com","referral","Returning Visitor","desktop",19,93,20,7413,37,8
"15",201008,2010,8,"/100-millones-perfiles-facebook-publicados-interesan-mas-de-lo-que-parecia/","feedburner","feed","Returning Visitor","desktop",0,1,0,6,1,1
"16",201008,2010,8,"/100-millones-perfiles-facebook-publicados-interesan-mas-de-lo-que-parecia/","google","organic","New Visitor","desktop",0,1,0,36,1,1
"17",201008,2010,8,"/acerca-de/","(direct)","(none)","New Visitor","desktop",0,1,0,34,1,1
"18",201008,2010,8,"/acerca-de/","facebook.com","referral","New Visitor","desktop",0,3,0,26,2,2
"19",201008,2010,8,"/acerca-de/","feedburner","feed","New Visitor","desktop",0,1,0,18,1,1
"20",201008,2010,8,"/acerca-de/","movilesdualsim.com","referral","Returning Visitor","desktop",0,1,1,0,1,1
"21",201008,2010,8,"/aplicaciones-imprescindibles-para-iphone/","fernandotellado.com","referral","New Visitor","desktop",1,1,1,0,1,1
"22",201008,2010,8,"/archivo/derecho/","(direct)","(none)","New Visitor","desktop",0,1,0,10,1,1
"23",201008,2010,8,"/archivo/derecho/consumidores/","(direct)","(none)","New Visitor","desktop",0,2,0,13,2,2
"24",201008,2010,8,"/archivo/derecho/propiedad-intelectual/","(direct)","(none)","New Visitor","desktop",0,1,0,631,1,1
"25",201008,2010,8,"/archivo/economia/","(direct)","(none)","New Visitor","desktop",0,1,0,9,1,1
"26",201008,2010,8,"/archivo/economia/crisis/","(direct)","(none)","New Visitor","desktop",0,1,1,0,1,1
"27",201008,2010,8,"/archivo/internet/diseno/","facebook.com","referral","New Visitor","desktop",0,1,0,26,1,1
"28",201008,2010,8,"/archivo/internet/herramientas/","facebook.com","referral","New Visitor","desktop",0,1,1,0,1,1
"29",201008,2010,8,"/archivo/otros/","(direct)","(none)","New Visitor","desktop",0,1,1,0,1,1
"30",201008,2010,8,"/archivo/otros/gadgets/","(direct)","(none)","New Visitor","desktop",0,1,1,0,1,1
"31",201008,2010,8,"/archivo/otros/gadgets/","es.mg41.mail.yahoo.com","referral","Returning Visitor","desktop",0,3,2,8,3,1
"32",201008,2010,8,"/archivo/otros/gadgets/","facebook.com","referral","New Visitor","desktop",0,1,1,0,1,1
"33",201008,2010,8,"/archivo/otros/gadgets/","facebook.com","referral","Returning Visitor","desktop",0,1,0,8,1,1
"34",201008,2010,8,"/archivo/otros/gadgets/","movilesdualsim.com","referral","Returning Visitor","desktop",0,1,0,5,1,1
"35",201008,2010,8,"/archivo/otros/musica/","es.mg41.mail.yahoo.com","referral","Returning Visitor","desktop",0,1,0,7,1,1
"36",201008,2010,8,"/archivo/soluciones/productividad/","(direct)","(none)","New Visitor","desktop",0,1,0,28,1,1
"37",201008,2010,8,"/archivo/soluciones/productividad/","es.mg41.mail.yahoo.com","referral","Returning Visitor","desktop",0,2,0,54,1,1
"38",201008,2010,8,"/busca-trabajo-en-start-ups/","feedburner","feed","Returning Visitor","desktop",0,1,0,12,1,1
"39",201008,2010,8,"/comunidad/","(direct)","(none)","New Visitor","desktop",0,3,1,22,2,2
"40",201008,2010,8,"/comunidad/","es.mg41.mail.yahoo.com","referral","Returning Visitor","desktop",0,2,0,582,2,1
"41",201008,2010,8,"/comunidad/","facebook.com","referral","New Visitor","desktop",0,1,0,23,1,1
"42",201008,2010,8,"/comunidad/","feedburner","feed","Returning Visitor","desktop",0,2,0,212,1,1
"43",201008,2010,8,"/contacto/","(direct)","(none)","New Visitor","desktop",0,3,0,57,2,2
"44",201008,2010,8,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","(direct)","(none)","New Visitor","desktop",2,2,2,0,2,2
"45",201008,2010,8,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","es.mg41.mail.yahoo.com","referral","Returning Visitor","desktop",0,10,1,1175,4,2
"46",201008,2010,8,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","facebook.com","referral","New Visitor","desktop",2,4,3,11,4,4
"47",201008,2010,8,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","facebook.com","referral","Returning Visitor","desktop",1,1,1,0,1,1
"48",201008,2010,8,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","movilesdualsim.com","referral","New Visitor","desktop",7,7,4,231,7,7
"49",201008,2010,8,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","movilesdualsim.com","referral","Returning Visitor","desktop",6,10,4,1160,9,3
"50",201008,2010,8,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","twitter.com","referral","New Visitor","desktop",2,2,2,0,2,2
"51",201008,2010,8,"/el-ceo-de-google-nos-dice-que-no-estamos-preparados-para-la-revolucion-tecnologica/","facebook.com","referral","New Visitor","desktop",1,1,0,30,1,1
"52",201008,2010,8,"/el-ceo-de-google-nos-dice-que-no-estamos-preparados-para-la-revolucion-tecnologica/","feedburner","feed","Returning Visitor","desktop",0,1,0,4,1,1
"53",201008,2010,8,"/el-ceo-de-google-nos-dice-que-no-estamos-preparados-para-la-revolucion-tecnologica/","google","organic","New Visitor","desktop",0,1,1,0,1,1
"54",201008,2010,8,"/lucha-lector-libro-electronico-e-book/","facebook.com","referral","New Visitor","desktop",0,1,0,21,1,1
"55",201008,2010,8,"/lucha-lector-libro-electronico-e-book/","facebook.com","referral","Returning Visitor","desktop",0,1,1,0,1,1
"56",201008,2010,8,"/lucha-lector-libro-electronico-e-book/","feedburner","feed","Returning Visitor","desktop",0,1,0,5,1,1
"57",201008,2010,8,"/lucha-lector-libro-electronico-e-book/","movilesdualsim.com","referral","Returning Visitor","desktop",0,1,0,29,1,1
"58",201008,2010,8,"/madrilenos-no-obligados-a-limpieza-viaria/","(direct)","(none)","New Visitor","mobile",1,1,0,65,1,1
"59",201008,2010,8,"/madrilenos-no-obligados-a-limpieza-viaria/","feedburner","feed","Returning Visitor","desktop",0,2,1,491,1,1
"60",201008,2010,8,"/madrilenos-no-obligados-a-limpieza-viaria/","feedburner","feed","Returning Visitor","mobile",1,1,0,17,1,1
"61",201008,2010,8,"/oportunidades-en-zonas-libres-de-patentes/","(direct)","(none)","New Visitor","desktop",1,2,0,824,1,1
"62",201008,2010,8,"/oportunidades-en-zonas-libres-de-patentes/","(direct)","(none)","Returning Visitor","desktop",0,1,0,274,1,1
"63",201008,2010,8,"/oportunidades-en-zonas-libres-de-patentes/","facebook.com","referral","Returning Visitor","desktop",0,1,0,229,1,1
"64",201008,2010,8,"/oportunidades-en-zonas-libres-de-patentes/","feedburner","feed","New Visitor","desktop",1,2,1,178,1,1
"65",201008,2010,8,"/oportunidades-en-zonas-libres-de-patentes/","feedburner","feed","Returning Visitor","desktop",0,3,0,40,0,1
"66",201008,2010,8,"/oportunidades-en-zonas-libres-de-patentes/","movilesdualsim.com","referral","New Visitor","desktop",0,2,2,0,2,2
"67",201008,2010,8,"/oportunidades-en-zonas-libres-de-patentes/","twitter.com","referral","New Visitor","desktop",1,1,1,0,1,1
"68",201008,2010,8,"/page/2/","facebook.com","referral","New Visitor","desktop",0,1,0,38,1,1
"69",201008,2010,8,"/page/3/","facebook.com","referral","New Visitor","desktop",0,1,0,17,1,1
"70",201008,2010,8,"/radiohead-regalo-in-rainbows-ahora-no-puedes-compartir/","facebook.com","referral","New Visitor","desktop",0,1,0,9,1,1
"71",201008,2010,8,"/radiohead-regalo-in-rainbows-ahora-no-puedes-compartir/","feedburner","feed","Returning Visitor","desktop",0,1,0,12,1,1
"72",201008,2010,8,"/revista-science-premia-mit-open-course-ware/","feedburner","feed","New Visitor","mobile",1,2,1,37,2,2
"73",201008,2010,8,"/revista-science-premia-mit-open-course-ware/","feedburner","feed","Returning Visitor","desktop",0,3,1,506,2,1
"74",201008,2010,8,"/suscribete/","(direct)","(none)","New Visitor","desktop",0,2,0,5,1,1
"75",201008,2010,8,"/tenerife-punto-acceso-internet-entre-america-europa/","(direct)","(none)","New Visitor","desktop",1,1,1,0,1,1
"76",201008,2010,8,"/tenerife-punto-acceso-internet-entre-america-europa/","eduangi.com","referral","New Visitor","desktop",1,1,1,0,1,1
"77",201008,2010,8,"/tenerife-punto-acceso-internet-entre-america-europa/","feedburner","feed","Returning Visitor","desktop",0,1,0,6,1,1
"78",201009,2010,9,"/","(direct)","(none)","New Visitor","desktop",5,5,4,17,5,5
"79",201009,2010,9,"/","(direct)","(none)","Returning Visitor","desktop",3,3,2,19,3,2
"80",201009,2010,9,"/","facebook.com","referral","New Visitor","desktop",2,2,1,20,2,2
"81",201009,2010,9,"/","movilesdualsim.com","referral","Returning Visitor","desktop",11,12,11,27,11,1
"82",201009,2010,9,"/2010/05/tecnologia/customiza-tu-backend-de-wordpress/","1stwebdesigner.com","referral","New Visitor","desktop",1,1,1,0,1,1
"83",201009,2010,9,"/acerca-de/","(direct)","(none)","Returning Visitor","desktop",0,1,0,8,1,1
"84",201009,2010,9,"/aplicaciones-imprescindibles-para-iphone/","(direct)","(none)","New Visitor","desktop",1,1,1,0,1,1
"85",201009,2010,9,"/archivo/economia/","(direct)","(none)","Returning Visitor","desktop",0,1,0,5,1,1
"86",201009,2010,9,"/archivo/internet/","google","organic","New Visitor","desktop",0,1,0,65,1,1
"87",201009,2010,9,"/busca-trabajo-en-start-ups/","(direct)","(none)","Returning Visitor","desktop",0,1,0,40,1,1
"88",201009,2010,9,"/comunidad/","(direct)","(none)","Returning Visitor","desktop",0,1,0,11,1,1
"89",201009,2010,9,"/contacto/","(direct)","(none)","Returning Visitor","desktop",0,1,0,5,1,1
"90",201009,2010,9,"/contacto/","facebook.com","referral","New Visitor","desktop",0,1,0,164,1,1
"91",201009,2010,9,"/customiza-tu-backend-de-wordpress/","google","organic","New Visitor","desktop",1,4,1,96,1,1
"92",201009,2010,9,"/donde-esta-dinero-destinado-reconstruir-irak/","facebook.com","referral","New Visitor","desktop",0,1,0,74,1,1
"93",201009,2010,9,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","(direct)","(none)","New Visitor","desktop",1,1,1,0,1,1
"94",201009,2010,9,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","conversaciones.nokia.com","referral","New Visitor","desktop",1,1,1,0,1,1
"95",201009,2010,9,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","facebook.com","referral","New Visitor","desktop",0,1,0,2,1,1
"96",201009,2010,9,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","google","organic","New Visitor","desktop",3,3,3,0,3,3
"97",201009,2010,9,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","movilesdualsim.com","referral","New Visitor","desktop",1,1,1,0,1,1
"98",201009,2010,9,"/el-ceo-de-google-nos-dice-que-no-estamos-preparados-para-la-revolucion-tecnologica/","facebook.com","referral","New Visitor","desktop",0,1,0,517,1,1
"99",201009,2010,9,"/los-90-mejores-social-media-plugins-para-wordpress/","google","organic","New Visitor","desktop",1,1,1,0,1,1
"100",201009,2010,9,"/oportunidades-en-zonas-libres-de-patentes/","(direct)","(none)","New Visitor","desktop",0,1,1,0,1,1
"101",201009,2010,9,"/oportunidades-en-zonas-libres-de-patentes/","feedburner","feed","New Visitor","desktop",1,1,1,0,1,1
"102",201009,2010,9,"/prueba-5/","feedburner","feed","New Visitor","desktop",0,1,1,0,1,1
"103",201009,2010,9,"/suscribete/","(direct)","(none)","Returning Visitor","desktop",0,1,1,0,1,1
"104",201009,2010,9,"/tenerife-punto-acceso-internet-entre-america-europa/","google","organic","New Visitor","desktop",1,1,1,0,1,1
"105",201010,2010,10,"/","(direct)","(none)","New Visitor","desktop",4,4,4,0,4,4
"106",201010,2010,10,"/","(direct)","(none)","Returning Visitor","desktop",10,37,7,2106,26,4
"107",201010,2010,10,"/","123people.es","referral","New Visitor","desktop",2,3,2,29,2,2
"108",201010,2010,10,"/","facebook.com","referral","New Visitor","desktop",1,1,1,0,1,1
"109",201010,2010,10,"/","facebook.com","referral","Returning Visitor","desktop",2,4,2,250,4,1
"110",201010,2010,10,"/","feedburner","feed","Returning Visitor","desktop",1,2,0,18,2,2
"111",201010,2010,10,"/","google","organic","New Visitor","desktop",2,4,1,87,4,2
"112",201010,2010,10,"/","movilesdualsim.com","referral","Returning Visitor","desktop",2,2,0,50,2,1
"113",201010,2010,10,"/aplicaciones-imprescindibles-para-iphone/","fernandotellado.com","referral","New Visitor","desktop",2,3,2,12,2,2
"114",201010,2010,10,"/aplicaciones-imprescindibles-para-iphone/","google.es","referral","New Visitor","desktop",1,1,1,0,1,1
"115",201010,2010,10,"/archivo/economia/","(direct)","(none)","Returning Visitor","desktop",0,1,0,15,1,1
"116",201010,2010,10,"/archivo/economia/","feedburner","feed","Returning Visitor","desktop",0,1,0,8,1,1
"117",201010,2010,10,"/archivo/otros/gadgets/","movilesdualsim.com","referral","Returning Visitor","desktop",0,1,1,0,1,1
"118",201010,2010,10,"/busca-trabajo-en-start-ups/","(direct)","(none)","Returning Visitor","desktop",0,1,0,32,1,1
"119",201010,2010,10,"/comunidad/","(direct)","(none)","Returning Visitor","desktop",0,2,1,23,2,1
"120",201010,2010,10,"/contacto/","(direct)","(none)","Returning Visitor","desktop",0,1,0,2,1,1
"121",201010,2010,10,"/contacto/","123people.es","referral","New Visitor","desktop",0,1,0,23,1,1
"122",201010,2010,10,"/customiza-tu-backend-de-wordpress/","google","organic","New Visitor","desktop",1,2,1,16,1,1
"123",201010,2010,10,"/demandas-empresas-telecomunicaciones-telecos/","(direct)","(none)","Returning Visitor","desktop",0,1,1,0,1,1
"124",201010,2010,10,"/demandas-empresas-telecomunicaciones-telecos/","feedburner","feed","New Visitor","desktop",1,1,1,0,1,1
"125",201010,2010,10,"/demandas-empresas-telecomunicaciones-telecos/","movilesdualsim.com","referral","Returning Visitor","desktop",0,1,1,0,1,1
"126",201010,2010,10,"/demandas-patentes-empresas-telecomunicaciones-telecos/","(direct)","(none)","Returning Visitor","desktop",1,2,0,135,1,1
"127",201010,2010,10,"/donde-esta-dinero-destinado-reconstruir-irak/","feedburner","feed","Returning Visitor","desktop",0,1,0,6,1,1
"128",201010,2010,10,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","(direct)","(none)","New Visitor","desktop",1,1,1,0,1,1
"129",201010,2010,10,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","(direct)","(none)","Returning Visitor","desktop",0,1,0,100,1,1
"130",201010,2010,10,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","google","organic","New Visitor","desktop",6,6,6,0,6,6
"131",201010,2010,10,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","search","organic","New Visitor","desktop",1,1,1,0,1,1
"132",201010,2010,10,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","twitter.com","referral","Returning Visitor","desktop",1,1,0,317,1,1
"133",201010,2010,10,"/etiquetas/ip/","google","organic","New Visitor","desktop",1,1,1,0,1,1
"134",201010,2010,10,"/etiquetas/presencia-en-la-red/","(direct)","(none)","Returning Visitor","desktop",0,1,1,0,1,1
"135",201010,2010,10,"/google-asocia-plataformas-juegos-nueva-red-social/","feedburner","feed","Returning Visitor","desktop",0,1,1,0,1,1
"136",201010,2010,10,"/la-pirateria-digital-de-libros-supera-ya-a-la-fotocopia-ilegal/","google","organic","New Visitor","desktop",1,1,1,0,1,1
"137",201010,2010,10,"/los-90-mejores-social-media-plugins-para-wordpress/","google","organic","New Visitor","desktop",1,1,1,0,1,1
"138",201010,2010,10,"/oportunidades-en-zonas-libres-de-patentes/","facebook.com","referral","Returning Visitor","desktop",0,1,0,4,1,1
"139",201010,2010,10,"/page/2/","google","organic","New Visitor","desktop",0,1,0,43,1,1
"140",201010,2010,10,"/page/3/","google","organic","New Visitor","desktop",0,1,0,102,1,1
"141",201010,2010,10,"/page/4/","(direct)","(none)","Returning Visitor","desktop",0,1,0,454,1,1
"142",201010,2010,10,"/patentes-aplican-musica/","(direct)","(none)","Returning Visitor","desktop",1,3,0,38,2,1
"143",201010,2010,10,"/patentes-tambien-aplican-music/","(direct)","(none)","Returning Visitor","desktop",0,1,1,0,1,1
"144",201010,2010,10,"/patentes-tambien-aplican-musica/","(direct)","(none)","Returning Visitor","desktop",0,7,1,751,4,2
"145",201010,2010,10,"/patentes-tambien-aplican-musica/","facebook.com","referral","New Visitor","desktop",1,1,1,0,1,1
"146",201010,2010,10,"/patentes-tambien-aplican-musica/","feedburner","feed","New Visitor","desktop",1,3,1,65,1,1
"147",201010,2010,10,"/patentes-tambien-aplican-musica/","feedburner","feed","Returning Visitor","desktop",1,3,2,15,2,2
"148",201010,2010,10,"/patentes-tambien-aplican-musica/","google","organic","New Visitor","desktop",0,1,0,29,1,1
"149",201010,2010,10,"/radiohead-regalo-in-rainbows-ahora-no-puedes-compartir/","google","organic","New Visitor","desktop",0,1,0,508,1,1
"150",201010,2010,10,"/suscribete/","(direct)","(none)","Returning Visitor","desktop",0,2,0,10,2,2
"151",201010,2010,10,"/tenerife-punto-acceso-internet-entre-america-europa/","(direct)","(none)","New Visitor","desktop",1,1,1,0,1,1
"152",201010,2010,10,"/tenerife-punto-acceso-internet-entre-america-europa/","feedburner","feed","New Visitor","desktop",1,2,1,31,1,1
"153",201010,2010,10,"/tenerife-punto-acceso-internet-entre-america-europa/","google","organic","New Visitor","desktop",3,3,3,0,3,3
"154",201010,2010,10,"/todo-lo-que-no-sabias-acerca-de-nintendo/","google","organic","New Visitor","desktop",0,1,1,0,1,1
"155",201011,2010,11,"/","(direct)","(none)","New Visitor","desktop",11,18,5,177,16,13
"156",201011,2010,11,"/","(direct)","(none)","Returning Visitor","desktop",5,9,2,404,9,4
"157",201011,2010,11,"/","apps.facebook.com","referral","New Visitor","desktop",1,1,0,441,1,1
"158",201011,2010,11,"/","es.mg41.mail.yahoo.com","referral","Returning Visitor","desktop",1,1,1,0,1,1
"159",201011,2010,11,"/","facebook.com","referral","New Visitor","desktop",5,6,4,99,6,6
"160",201011,2010,11,"/","facebook.com","referral","Returning Visitor","desktop",1,2,0,821,2,2
"161",201011,2010,11,"/","feedburner","feed","Returning Visitor","desktop",5,8,1,2888,8,2
"162",201011,2010,11,"/","google","organic","Returning Visitor","desktop",2,6,2,2625,5,1
"163",201011,2010,11,"/","google.es","referral","New Visitor","desktop",1,1,1,0,1,1
"164",201011,2010,11,"/","movilesdualsim.com","referral","Returning Visitor","desktop",3,3,2,197,3,1
"165",201011,2010,11,"/100-millones-perfiles-facebook-publicados-interesan-mas-de-lo-que-parecia/","facebook.com","referral","New Visitor","desktop",0,1,1,0,1,1
"166",201011,2010,11,"/2010/04/","google","organic","Returning Visitor","desktop",0,1,0,15,1,1
"167",201011,2010,11,"/aplicaciones-gratuitas-valor-infinit/","feedburner","feed","Returning Visitor","desktop",0,1,1,0,1,1
"168",201011,2010,11,"/aplicaciones-imprescindibles-para-iphone/","fernandotellado.com","referral","New Visitor","desktop",2,3,2,23,2,2
"169",201011,2010,11,"/aplicaciones-programas-gratuito-todas-necesidades-lista-software-libre/","(direct)","(none)","New Visitor","desktop",2,5,3,959,5,5
"170",201011,2010,11,"/aplicaciones-programas-gratuito-todas-necesidades-lista-software-libre/","(direct)","(none)","Returning Visitor","desktop",0,2,1,6,2,2
"171",201011,2010,11,"/aplicaciones-programas-gratuito-todas-necesidades-lista-software-libre/","apps.facebook.com","referral","New Visitor","desktop",0,1,1,0,1,1
"172",201011,2010,11,"/aplicaciones-programas-gratuito-todas-necesidades-lista-software-libre/","facebook.com","referral","New Visitor","desktop",5,7,5,111,6,6
"173",201011,2010,11,"/aplicaciones-programas-gratuito-todas-necesidades-lista-software-libre/","facebook.com","referral","Returning Visitor","desktop",6,13,6,2918,7,3
"174",201011,2010,11,"/aplicaciones-programas-gratuito-todas-necesidades-lista-software-libre/","feedburner","feed","New Visitor","desktop",5,5,5,0,5,5
"175",201011,2010,11,"/aplicaciones-programas-gratuito-todas-necesidades-lista-software-libre/","feedburner","feed","Returning Visitor","desktop",0,6,2,441,4,1
"176",201011,2010,11,"/aplicaciones-programas-gratuito-todas-necesidades-lista-software-libre/","google","organic","Returning Visitor","desktop",0,1,1,0,0,1
"177",201011,2010,11,"/aplicaciones-programas-gratuito-todas-necesidades-lista-software-libre/comment-page-1/","facebook.com","referral","Returning Visitor","desktop",0,1,1,0,1,1
"178",201011,2010,11,"/aplicaciones-programas-gratuito-valor-infinito-lista-software-libr/","feedburner","feed","Returning Visitor","desktop",1,1,1,0,1,1
"179",201011,2010,11,"/aplicaciones-programas-gratuito-valor-infinito-lista-software-libre/","feedburner","feed","Returning Visitor","desktop",0,1,0,1430,1,1
"180",201011,2010,11,"/archivo/derecho/propiedad-intelectual/","(direct)","(none)","New Visitor","desktop",0,1,0,2,1,1
"181",201011,2010,11,"/archivo/economia/","feedburner","feed","Returning Visitor","desktop",0,1,0,4,1,1
"182",201011,2010,11,"/archivo/economia/","google","organic","Returning Visitor","desktop",0,1,0,5,1,1
"183",201011,2010,11,"/archivo/economia/empresa/","(direct)","(none)","New Visitor","desktop",0,1,1,0,1,1
"184",201011,2010,11,"/archivo/economia/empresa/","feedburner","feed","New Visitor","desktop",0,1,1,0,1,1
"185",201011,2010,11,"/archivo/internet/","google","organic","Returning Visitor","desktop",0,1,0,3,1,1
"186",201011,2010,11,"/archivo/otros/","feedburner","feed","Returning Visitor","desktop",0,1,0,4,1,1
"187",201011,2010,11,"/archivo/otros/educacion/","google","organic","Returning Visitor","desktop",0,1,0,4,1,1
"188",201011,2010,11,"/archivo/otros/gadgets/","(direct)","(none)","New Visitor","desktop",0,1,0,4,1,1
"189",201011,2010,11,"/archivo/otros/gadgets/","google","organic","Returning Visitor","desktop",0,1,0,3,1,1
"190",201011,2010,11,"/archivo/otros/gadgets/","movilesdualsim.com","referral","Returning Visitor","desktop",0,1,1,0,1,1
"191",201011,2010,11,"/archivo/otros/musica/","google","organic","Returning Visitor","desktop",0,1,1,0,1,1
"192",201011,2010,11,"/archivo/soluciones/productividad/","feedburner","feed","Returning Visitor","desktop",0,1,0,30,1,1
"193",201011,2010,11,"/author/admin/","(direct)","(none)","New Visitor","desktop",1,1,1,0,1,1
"194",201011,2010,11,"/busca-trabajo-en-start-ups/","feedburner","feed","Returning Visitor","desktop",0,1,0,33,1,1
"195",201011,2010,11,"/comunidad/","(direct)","(none)","Returning Visitor","desktop",0,1,1,0,1,1
"196",201011,2010,11,"/comunidad/","facebook.com","referral","New Visitor","desktop",0,1,0,62,1,1
"197",201011,2010,11,"/comunidad/","google","organic","Returning Visitor","desktop",0,1,0,495,1,1
"198",201011,2010,11,"/conoce-palos-flamenco-tu-movil/","(direct)","(none)","New Visitor","desktop",0,1,1,0,1,1
"199",201011,2010,11,"/conoce-palos-flamenco-tu-movil/","feedburner","feed","Returning Visitor","desktop",0,1,1,0,1,1
"200",201011,2010,11,"/customiza-tu-backend-de-wordpress/","(direct)","(none)","New Visitor","desktop",1,1,1,0,1,1
"201",201011,2010,11,"/customiza-tu-backend-de-wordpress/","google","organic","New Visitor","desktop",1,1,1,0,1,1
"202",201011,2010,11,"/demandas-empresas-telecomunicaciones-telecos/","(direct)","(none)","New Visitor","desktop",0,1,1,0,1,1
"203",201011,2010,11,"/demandas-empresas-telecomunicaciones-telecos/","google","organic","New Visitor","desktop",1,1,1,0,1,1
"204",201011,2010,11,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/","google","organic","New Visitor","desktop",2,2,2,0,2,2
"205",201011,2010,11,"/dos-tarjetas-sim-un-movil-revolucion-por-llegar/comment-page-1/","feedburner","feed","Returning Visitor","desktop",1,1,0,868,1,1
"206",201011,2010,11,"/el-ceo-de-google-nos-dice-que-no-estamos-preparados-para-la-revolucion-tecnologica/","feedburner","feed","Returning Visitor","desktop",0,1,0,24,1,1
"207",201011,2010,11,"/examen-de-economia-con-ocho-anos/","feedburner","feed","Returning Visitor","desktop",0,1,0,16,1,1
"208",201011,2010,11,"/oportunidades-en-zonas-libres-de-patentes/","feedburner","feed","Returning Visitor","desktop",0,1,0,19,1,1
"209",201011,2010,11,"/page/2/","(direct)","(none)","New Visitor","desktop",1,2,1,5,2,2
"210",201011,2010,11,"/page/3/","google","organic","Returning Visitor","desktop",0,1,0,761,1,1
"211",201011,2010,11,"/page/4/","google","organic","Returning Visitor","desktop",0,1,0,20,1,1
"212",201011,2010,11,"/publicidad-susurra-tu-cerebro/","feedburner","feed","Returning Visitor","desktop",1,1,0,41,1,1
"213",201011,2010,11,"/radiohead-regalo-in-rainbows-ahora-no-puedes-compartir/","facebook.com","referral","New Visitor","desktop",0,1,1,0,1,1
"214",201011,2010,11,"/revista-science-premia-mit-open-course-ware/","feedburner","feed","Returning Visitor","desktop",0,1,0,19,1,1
"215",201011,2010,11,"/tenerife-punto-acceso-internet-entre-america-europa/","google","organic","New Visitor","desktop",1,1,1,0,1,1
"216",201011,2010,11,"/tenerife-punto-acceso-internet-entre-america-europa/","google.es","referral","New Visitor","desktop",1,1,1,0,1,1
"217",201011,2010,11,"/teoria-juegos-explica-viralidad-redes-sociales/","(direct)","(none)","New Visitor","desktop",1,3,2,25,3,3
"218",201011,2010,11,"/teoria-juegos-explica-viralidad-redes-sociales/","(direct)","(none)","Returning Visitor","desktop",1,3,2,206,2,1
"219",201011,2010,11,"/teoria-juegos-explica-viralidad-redes-sociales/","facebook.com","referral","New Visitor","desktop",1,1,0,138,1,1
"220",201011,2010,11,"/teoria-juegos-explica-viralidad-redes-sociales/","feedburner","feed","New Visitor","desktop",1,1,0,56,1,1
"221",201011,2010,11,"/teoria-juegos-explica-viralidad-redes-sociales/","google","organic","New Visitor","desktop",1,1,1,0,1,1
"222",201011,2010,11,"/teoria-juegos-explica-viralidad-redes-sociales/","google","organic","Returning Visitor","desktop",1,1,1,0,1,1
"223",201011,2010,11,"/teoria-juegos-explica-viralidad-redes-sociales/","twitter.com","referral","New Visitor","desktop",1,1,1,0,1,1
"224",201011,2010,11,"/teoria-juegos-explica-viralidad-redes-sociales/comment-page-1/","(direct)","(none)","New Visitor","desktop",0,2,1,54,2,2
"225",201011,2010,11,"/teoria-juegos-explica-viralidad-redes-sociales/who/","(direct)","(none)","Returning Visitor","desktop",1,1,1,0,1,1
"226",201011,2010,11,"/teoria-juegos-explica-viralidad-sitios-meneam/","(direct)","(none)","New Visitor","desktop",1,3,1,221,3,1
"227",201012,2010,12,"/","(direct)","(none)","New Visitor","desktop",3,4,2,56,4,3
"228",201012,2010,12,"/","(direct)","(none)","Returning Visitor","desktop",9,15,5,229,13,5
